nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep
"Ubi jalar merah, segar",61.9,151,1.6,0.3,35.4,0.7,0.6,29,74,0.7,92,565.6,0.30,0.5,0,0,1208.0,0.13,0.08,0.7,11,86,umbi berpati,tunggal,
"Ubi jalar putih, segar",77.8,88,0.4,0.4,20.6,4.0,0.8,30,10,0.5,2,4.0,0.10,0.2,0,13,264.0,0.25,0.06,0.5,36,86,umbi berpati,tunggal,
"Ubi jalar tinta/
kemayung",72.5,108,0.5,0.4,25.6,4.2,1.0,30,40,0.5,1,1.0,0.10,0.2,0,13,0.0,0.09,0.06,0.6,24,85,umbi berpati,tunggal,
"Umbi Uwi, segar",69.7,120,2.8,0.5,82.3,2.6,0.9,9,42,1.3,12,412.0,0.30,0.6,,0,0.0,0.02,0.50,0.2,4,86,umbi berpati,tunggal,
"Batatas kelapa, ubi,
bakar",73.2,110,1.4,1.1,23.4,4.5,0.7,1,46,0.2,12,230.0,0.20,0.3,0,0,0.0,1.13,0.00,0.0,0,85,umbi berpati,olahan,
"Batatas kelapa, ubi,
kukus",75.7,92,1.2,0.3,21.0,4.1,1.8,0,42,0.2,10,209.0,0.20,0.3,0,0,0.0,0.28,0.00,0.7,0,100,umbi berpati,olahan,
"Batatas tali, ubi, rebus",53.2,182,2.4,0.4,42.2,9.2,1.8,1,80,0.3,20,402.0,0.30,0.6,0,0,0.0,0.27,0.00,1.3,0,100,umbi berpati,olahan,
"Belitung, talas, kukus",63.1,145,1.2,0.4,34.2,1.0,1.1,21,48,0.9,7,552.6,0.20,0.9,0,0,0.0,0.08,0.10,2.3,1,100,umbi berpati,olahan,
"Bentul, talas, kukus",81.1,71,2.3,0.3,15.4,0.5,0.9,29,26,0.6,,201.0,0.20,0.6,0,0,0.0,0.06,0.00,0.0,21,100,umbi berpati,olahan,
"Gadung, ubi, kukus",77.4,88,0.6,0.3,20.9,0.9,0.8,26,47,0.4,6,584.0,0.20,0.2,0,0,0.0,0.03,0.00,0.4,0,100,umbi berpati,olahan,
"Ganyong, rebus",74.1,100,0.8,0.2,23.8,0.9,1.1,15,65,0.9,,,,,0,0,0.0,0.04,,,6,100,umbi berpati,olahan,
"Ketela pohon/
singkong kukus",61.5,153,1.2,0.3,36.4,1.3,0.6,56,22,0.4,2,345.3,0.30,0.1,0,0,0.0,0.00,0.00,0.3,20,100,umbi berpati,olahan,
"Suweg, talas, kukus",75.5,93,1.5,0.1,21.9,0.9,1.0,50,58,0.8,6,350.3,0.10,0.1,0,0,283.0,0.09,0.00,0.3,0,100,umbi berpati,olahan,
"Talas bogor, kukus",69.2,120,1.5,0.3,28.2,0.7,0.8,31,63,0.7,11,498.0,0.20,0.6,0,0,0.0,0.05,0.60,0.8,2,100,umbi berpati,olahan,
"Ubi jalar, kuning,
kukus",74.2,100,0.7,0.3,23.8,1.0,1.0,44,46,0.4,3,0.8,0.10,0.2,0,819,4427.0,0.00,0.10,0.6,16,100,umbi berpati,olahan,
"Ubi jalar tinta/
kemayung kukus",58.5,165,0.9,0.2,39.8,1.1,0.6,20,23,0.8,1,0.9,0.10,0.2,0,0,0.0,0.02,0.10,0.5,0,100,umbi berpati,olahan,
Bagea kelapa asin,3.5,450,3.2,13.9,78.1,,1.3,38,38,0.3,74,0.0,0.20,0.2,0,0,0.0,0.30,0.00,0.0,0,100,umbi berpati,olahan,68
Bagea kelapa manis,3.0,452,1.3,13.8,80.6,,1.3,38,39,0.3,75,0.0,0.20,0.2,0,0,0.3,0.00,0.00,0.0,0,100,umbi berpati,olahan,
Bagea kenari asin,2.8,529,3.2,29.1,63.6,,1.3,38,40,0.4,74,0.0,0.20,0.2,0,0,0.0,0.30,0.00,0.0,0,100,umbi berpati,olahan,
Bagea kenari manis,3.1,523,3.2,28.2,64.2,,1.3,38,39,0.3,74,0.0,0.20,0.2,0,0,0.0,0.30,0.00,0.0,0,100,umbi berpati,olahan,69
Bagea kw 1,7.2,416,6.5,9.4,76.3,0.4,0.6,49,77,4.9,,,,,13,,312.0,0.08,,2.6,0,100,umbi berpati,olahan,
Bagea kw 2,7.9,382,0.3,3.5,87.2,0.9,1.1,172,120,7.6,,,,,0,0,0.0,0.02,,,0,100,umbi berpati,olahan,
Beras Cerdas,11.3,350,2.7,1.1,82.3,6.2,2.6,28,351,2.9,358,568.0,0.20,0.9,,0,0.0,0.02,0.20,0.3,0,100,umbi berpati,olahan,70
Beras ganyong,9.3,364,3.4,0.7,86.3,4.7,0.5,4,47,5.0,4,72.2,0.20,0.6,,1,0.1,0.02,0.02,0.3,0,100,umbi berpati,olahan,
Beras Siger,13.5,344,1.1,0.2,28.3,5.6,0.7,32,22,5.6,106,77.9,0.10,0.5,,0,0.0,0.02,0.10,0.2,0,100,umbi berpati,olahan,
Biji nangka/Biji salak,40.5,262,2.3,5.4,51.1,8.0,0.7,60,80,0.8,10,2.0,0.60,2.0,0,1667,,0.10,1.00,,10,100,umbi berpati,olahan,
Bubur sagu,62.5,167,0.2,4.0,33.0,,0.3,3,3,0.1,7,0.0,0.10,0.1,0,0,0.0,9.00,,0.1,0,100,umbi berpati,olahan,71
Cassavastick,5.6,460,0.8,18.7,17.2,1.6,2.7,144,58,7.5,,,,,0,,107.0,0.19,0.07,0.1,0,100,umbi berpati,olahan,72
"Ceriping getuk
singkong",7.2,462,1.2,20.7,67.7,0.6,3.2,1248,172,8.8,,,,,0,,152.0,0.29,0.02,0.5,0,100,umbi berpati,olahan,73
Gatot,12.8,347,1.3,0.7,83.8,5.8,1.4,78,44,17.1,28,242.0,0.20,0.7,,0,0.0,0.02,0.10,0.4,0,100,umbi berpati,olahan,74
Geblek,52.1,195,0.4,1.7,44.4,3.6,1.4,35,13,0.6,353,125.0,0.30,0.3,,0,0.3,0.02,0.00,0.1,0,100,umbi berpati,olahan,75
Getuk goreng,16.5,360,1.3,6.4,74.3,0.8,1.5,59,81,3.2,,,,,0,0,0.0,0.21,,0.1,0,100,umbi berpati,olahan,76
Getuk singkong,49.8,204,0.5,1.4,47.4,0.8,1.1,97,52,1.5,,,,,0,,208.0,0.08,,0.1,0,100,umbi berpati,olahan,77
Gurandil,47.5,218,0.5,2.5,48.5,3.1,1.0,50,25,2.8,,,,,,,0.0,0.19,,,0,100,umbi berpati,olahan,78
Kabuto,58.9,250,2.6,2.5,35.4,1.8,0.6,35,49,1.1,2,218.0,,,,0,0.0,0.10,0.10,0.6,,100,umbi berpati,olahan,79
Kapurung,79.6,41,2.0,0.3,7.8,2.0,0.6,34,12,0.3,185,566.0,0.10,0.3,0,213,,0.12,0.25,2.7,15,100,umbi berpati,olahan,80
"Kecimpring singkong
goreng",3.7,464,1.2,18.6,73.0,1.3,3.5,82,52,3.4,,,,,,,3320.0,0.34,,,0,100,umbi berpati,olahan,81
Keremes,6.7,475,1.6,25.2,64.4,2.1,2.1,153,88,1.0,,,,,0,,1000.0,0.00,,,0,100,umbi berpati,olahan,82
Keripik gadung,4.0,446,2.8,14.5,76.0,1.7,2.8,147,52,1.9,,,,,0,0,0.0,0.95,,,0,100,umbi berpati,olahan,83
Keripik kentang,7.8,448,2.7,18.8,67.1,3.8,3.6,25,130,1.2,712,406.0,1.10,,,15,,0.10,0.05,2.8,0,100,umbi berpati,olahan,84
Keripik singkong,4.2,478,0.9,20.7,72.0,2.0,2.2,189,101,1.9,,,,,0,0,0.0,0.24,,,0,100,umbi berpati,olahan,85
"Keripik singkong
berbumbu",2.2,481,2.2,19.7,73.6,1.6,2.3,156,103,1.6,,,,,0,,80.0,0.31,,,0,100,umbi berpati,olahan,86
Keripik ubi,6.0,486,0.2,23.9,67.6,14.3,2.3,68,92,0.9,52,2.0,0.70,2.3,0,920,,0.10,0.10,0.5,0,100,umbi berpati,olahan,87
Kerupuk cumi goreng,3.4,444,6.9,14.6,71.3,5.0,3.8,47,375,1.8,837,191.0,0.10,0.3,,,,0.40,0.10,1.8,0,100,umbi berpati,olahan,88
"Kerupuk kemplang
(ikan) mentah",14.2,325,1.8,0.4,78.5,4.5,5.1,59,268,2.3,1123,273.0,0.20,0.5,32,0,,0.60,0.10,2.3,0,100,umbi berpati,olahan,
"Kerupuk kemplang
goreng",5.8,504,5.6,28.1,57.1,0.3,3.4,50,94,2.9,,,,,6,,280.0,0.31,,,0,100,umbi berpati,olahan,89
"Kerupuk kemplang
panggang",9.4,356,9.7,1.1,76.9,1.0,3.0,62,129,2.9,,,,,7,,280.0,0.36,,,0,100,umbi berpati,olahan,90
"Kerupuk mie kuning
goreng",7.2,476,0.1,21.1,71.3,4.2,0.3,57,36,4.6,,109.0,0.10,0.2,0,,333.0,0.22,0.00,0.9,0,100,umbi berpati,olahan,
Kerupuk udang goreng,4.4,477,4.7,20.5,68.5,5.0,1.9,24,188,0.9,449,109.0,0.10,0.2,,0,,0.20,0.00,0.9,0,100,umbi berpati,olahan,
Kue bangket,16.1,338,1.5,1.2,80.3,,0.9,34,35,0.3,67,0.0,0.20,0.2,0,0,0.0,0.30,0.00,0.0,,100,umbi berpati,olahan,91
Kue putu singkong,44.2,217,1.2,0.5,53.2,2.4,0.9,48,68,1.5,3,305.0,,,,0,0.0,0.10,0.10,0.8,,100,umbi berpati,olahan,92
Lanting getuk,4.2,422,0.9,10.8,80.4,1.4,3.8,206,104,3.6,,,,,0,,0.0,0.43,,,0,100,umbi berpati,olahan,
Mi golosor,82.9,71,0.2,0.8,15.9,0.1,0.2,117,5,0.2,,,,,0,,112,0.05,0.02,0.0,0,100,umbi berpati,olahan,93
Mie Bendo,11.5,353,0.3,0.0,88.0,2.4,0.2,28,14,2.8,9,49.2,0.50,0.1,,2,0,0.02,0.00,0.1,0,100,umbi berpati,olahan,94
Mie Sagu,52.8,190,0.2,0.4,46.5,1.4,0.1,8,7,0.3,10,2.6,0.10,0.0,,2,0,0.00,0.40,0.0,0,100,umbi berpati,olahan,95
Ongol-ongol sagu,75.3,111,0.3,2.7,21.2,0.3,0.5,79,15,1.7,,,,,0,,0.0,0.06,,,0,100,umbi berpati,olahan,96
Oyek,12.6,351,0.9,0.9,84.9,4.3,0.7,60,36,2.1,5,229.0,0.10,0.5,,0,0,0.02,0.02,0.5,0,100,umbi berpati,olahan,97
Papeda,84.8,61,0.2,0.1,14.9,0.5,0.1,3,1,0.2,4,20.0,0.10,0.1,0,0,0,0.06,0.00,0.0,0,100,umbi berpati,olahan,98
Rasbi (Beras Ubi),11.1,394,2.2,8.8,76.6,6.8,1.3,68,76,1.6,165,388.0,0.40,0.4,,0,0,0.02,0.30,1.2,0,100,umbi berpati,olahan,
Rasi (Beras Singkong),12.6,350,0.9,0.4,85.7,14.4,0.5,42,21,1.5,8,14.0,0.30,0.5,,0,0,0.02,0.02,0.4,0,100,umbi berpati,olahan,
Sagu forno,31.5,291,0.5,4.0,63.4,,0.6,10,20,0.8,40,50.0,0.10,0.2,0,0,0.0,,,,0,100,umbi berpati,olahan,
"Sagu Lemak (Kue
Sagon)",4.3,452,2.8,14.8,76.8,1.1,0.7,15,39,1.1,182,52.7,0.04,0.8,,1220,0.0,0.32,0.04,0.1,0,100,umbi berpati,olahan,99
Sagu manis,32.6,287,0.5,3.9,62.4,,0.6,8,17,0.7,34,42.0,0.10,0.2,0,0,0.0,,,,0,100,umbi berpati,olahan,100
Sagu Rendang,8.2,364,0.1,0.2,90.5,1.9,1.0,13,9,3.9,42,15.1,0.10,0.1,,0,0,0.02,0.60,0.8,0,100,umbi berpati,olahan,101
Sagu sinole,22.0,354,0.8,8.3,68.9,,0.1,10,30,0.8,30,11.0,0.20,0.3,0,0,0.0,,,,0,100,umbi berpati,olahan,102
"Serimping talas
kebumen",4.8,478,2.5,21.2,69.2,1.7,2.3,112,118,2.3,,,,,0,,0.0,0.25,,,0,100,umbi berpati,olahan,103
Tapai singkong,57.4,169,1.4,0.3,40.2,2.0,0.7,21,34,0.8,,,,,0,0,0.0,0.00,,,9,100,umbi berpati,olahan,104
Tepung Arrowroot,13.6,355,0.7,0.2,85.2,0.4,0.3,8,22,1.5,2,10.7,0.00,0.1,,20,3.0,0.09,0.00,0.0,0,100,umbi berpati,olahan,
Tepung Ganyong,13.6,353,0.8,1.7,83.6,0.7,0.3,4,31,3.3,3,63.5,0.10,0.3,,0,0,0.02,0.00,0.9,1,100,umbi berpati,olahan,
Tepung Gaplek,13.0,345,2.4,0.4,83.1,6.7,1.1,18,95,1.5,6,55.0,0.40,1.2,,1,0,0.30,0.20,0.1,0,100,umbi berpati,olahan,
"Tepung kentang,
kering",13.0,347,0.3,0.1,85.6,0.4,1.0,20,30,0.5,51,156.3,0.20,0.5,,0,0.0,0.04,0.00,0.4,0,100,umbi berpati,olahan,
Tepung Mocaf,11.9,350,1.2,0.6,85.0,6.0,1.3,60,64,15.8,8,403.0,0.10,0.6,,0,0,0.02,0.02,0.7,2,100,umbi berpati,olahan,
Tepung Sente,15.3,326,4.0,0.4,76.7,8.5,3.6,41,141,3.5,14,"1602.
0",0.40,1.4,,0,0,0.02,0.20,7.7,0,100,umbi berpati,olahan,
"Tepung singkong/
Tapioka",9.1,363,1.1,0.5,88.2,0.9,1.1,84,125,1.0,1,7.1,0.00,0.1,,0,,0.04,0.00,0.4,0,100,umbi berpati,olahan,
Tepung Tales Beneng,12.2,332,5.7,0.6,76.1,12.2,5.5,59,302,10.7,7,"1404.
0",0.80,6.2,,0,0,0.02,0.10,0.3,0,100,umbi berpati,olahan,
Tepung Ubi Ungu,9.4,354,2.8,0.6,84.4,12.9,2.8,89,125,3.9,42,940.0,0.80,0.6,,0,0,0.40,0.02,0.0,0,100,umbi berpati,olahan,
Tiwul,11.2,353,2.4,1.1,83.4,6.5,1.6,55,95,4.7,5,670.0,0.20,0.8,,0,0,0.02,0.02,0.1,3,100,umbi berpati,olahan,105
Tiwul Instan,9.1,395,3.2,8.5,76.5,4.2,2.7,81,81,5.8,377,469.0,2.10,1.2,,0,0,0.40,0.20,0.2,4,100,umbi berpati,olahan,
Ubi Cilembu,52.7,186,1.9,0.2,44.3,3.4,0.9,37,51,0.6,1,61.9,0.10,0.2,,26,0.0,0.02,0.20,0.0,0,89.6,umbi berpati,olahan,
Uli batatas,66.5,150,1.1,4.0,27.4,,1.0,,23,0.1,6,112.0,0.10,0.2,0,0,0.0,0.53,0.00,1.3,0,100,umbi berpati,olahan,
"Kacang arab, kering",11.6,330,23.8,1.4,60.2,17.4,3.0,57,388,4.7,24,874.3,0.85,3.4,,40,140.0,0.77,0.21,1.5,2,100,"kacang, biji, bean",tunggal,
"Kacang babi, kering",11.6,341,30.4,3.2,51.3,4.5,3.5,178,521,6.8,13,1768.0,0.82,3.1,,,87.0,0.23,0.33,2.8,,80,"kacang, biji, bean",tunggal,
"Kacang belimbing
(kecipir), kering",10.4,400,34.4,16.9,34.1,10.7,4.2,468,182,6.8,37,955.0,2.82,2.0,,,,0.30,0.44,3.0,,100,"kacang, biji, bean",tunggal,
"Kacang beracun, segar",72.1,118,4.4,1.5,21.6,,0.4,50,50,1.7,10,40.0,0.30,1.0,,,,0.43,,,,,"kacang, biji, bean",tunggal,
"Kacang bogor, kering",10.0,370,16.0,6.0,65.0,26.3,3.0,85,264,4.2,44,868.8,1.48,2.7,0,,,0.18,0.26,6.2,0,100,"kacang, biji, bean",tunggal,
"Kacang bogor, segar",60.8,165,7.7,3.1,27.4,2.5,1.0,96,126,5.3,6,537.0,0.41,1.2,,29,,0.32,0.35,2.7,,100,"kacang, biji, bean",tunggal,
"Kacang endel, biji,
kering",14.0,331,25.0,1.0,58.0,23.6,2.0,80,400,5.0,12,1322.4,0.68,2.7,0,,,0.30,0.75,2.3,,95,"kacang, biji, bean",tunggal,
"Kacang ercis, segar",67.6,129,12.4,0.7,18.3,28.6,1.0,40,130,2.3,4,310.0,0.30,2.1,,212,,0.29,0.05,2.7,,45,"kacang, biji, bean",tunggal,
"kacang galing, segar",12.0,336,23.1,1.7,59.5,,3.8,80,400,5.0,,,,,0,,,0.60,,,0,95,"kacang, biji, bean",tunggal,
"Kacang gude, biji,
kering",16.1,316,20.7,1.0,58.0,4.6,4.2,146,445,4.7,16,1306.2,0.99,2.7,,19,,0.30,0.19,2.4,,100,"kacang, biji, bean",tunggal,
"Kacang gude, biji,
segar",70.3,114,7.0,0.6,20.8,4.4,2.3,3,122,1.5,4,480.5,0.12,0.9,,,70.0,0.37,0.07,0.8,43,100,"kacang, biji, bean",tunggal,
"Kacang hijau var,
bakti, kering",7.4,350,17.1,1.8,70.7,5.7,3.1,94,315,4.9,46,893.9,1.52,3.1,,171,235.0,0.40,0.27,2.6,11,100,"kacang, biji, bean",tunggal,
"Kacang hijau var,
siwalik, kering",8.8,339,20.8,2.1,64.6,7.4,3.7,122,136,4.9,45,880.4,1.50,3.1,,168,321.0,0.45,0.27,2.6,,100,"kacang, biji, bean",tunggal,
"Kacang hijau, kering",15.5,323,22.9,1.5,56.8,7.5,3.3,223,319,7.5,42,815.7,1.90,2.9,,156,223.0,0.46,0.15,1.5,10,100,"kacang, biji, bean",tunggal,
"Kacang hitam, kering",12.5,346,16.6,1.7,66.1,22.8,3.1,70,300,4.7,3,0.0,0.90,3.5,,28,,0.16,0.10,2.1,,100,"kacang, biji, bean",tunggal,
"Kacang kapri, segar",74.3,98,6.7,0.4,17.7,6.2,0.9,22,122,1.9,6,296.6,0.21,1.5,,,680.0,0.34,0.16,2.5,26,45,"kacang, biji, bean",tunggal,
"Kacang kedelai, kering",12.7,381,40.4,16.7,24.9,3.2,5.5,222,682,10.0,210,713.4,1.58,3.9,,237,31.0,0.52,0.12,1.2,,100,"kacang, biji, bean",tunggal,
"Kacang kedelai, segar",20.0,286,30.2,15.6,30.1,2.9,4.1,196,506,6.9,28,870.9,1.24,3.6,,,95.0,0.93,0.26,1.8,,100,"kacang, biji, bean",tunggal,
"Kacang kincai, kering",4.2,444,19.9,16.0,55.0,,4.9,26,,,,,,,,,,0.10,0.10,1.9,,,"kacang, biji, bean",tunggal,
"Kacang komak, segar",20.9,327,16.4,4.3,55.8,0.5,2.6,74,282,4.0,22,1137.0,0.90,2.1,,,,0.99,0.12,0.1,,45,"kacang, biji, bean",tunggal,
"Kacang kuning, kering",11.7,355,17.0,2.5,66.0,15.1,2.8,140,220,5.8,1,0.0,0.70,3.2,,58,,0.47,0.08,1.9,,,"kacang, biji, bean",tunggal,
"Kacang lebui /iris,
kering",11.8,346,16.5,1.5,66.6,37.3,3.6,144,368,3.4,17,1225.0,1.50,3.3,,64,,0.62,0.20,0.0,,100,"kacang, biji, bean",tunggal,
"Kacang mentega,
kering",13.7,344,16.7,2.1,64.6,13.0,2.9,110,300,6.7,1,10.0,0.70,2.5,,0,,0.21,0.07,1.2,,,"kacang, biji, bean",tunggal,
"Kacang merah /banda,
kering",13.0,350,13.9,3.0,66.9,26.3,3.2,84,242,6.8,19,1127.0,0.00,42.0,,137,,0.15,0.76,0.3,,100,"kacang, biji, bean",tunggal,
"Kacang merah tua,
kering",12.3,280,16.7,1.6,63.2,4.6,6.2,209,335,6.4,19,1348.5,0.69,2.8,,,,0.10,0.08,2.0,6,100,"kacang, biji, bean",tunggal,
"Kacang merah, kering",17.7,314,22.1,1.1,56.2,4.0,2.9,502,429,10.3,11,1265.5,0.65,2.6,,129,,0.40,0.72,2.2,,100,"kacang, biji, bean",tunggal,
"Kacang merah, segar",57.2,171,11.0,2.2,28.0,2.1,1.7,293,134,3.7,7,360.7,0.34,1.4,,0,10.0,0.15,0.15,1.1,,100,"kacang, biji, bean",tunggal,
"Kacang mete/biji
jambu monyet, segar",4.6,616,16.3,48.4,28.7,0.9,2.0,26,521,3.8,26,692.0,4.70,4.1,,5,,0.64,0.03,0.0,,69,"kacang, biji, bean",tunggal,
"Kacang panjang, biji,
kering",12.2,357,17.3,1.5,68.6,10.6,0.4,163,437,6.9,16,1109.4,0.35,2.8,0,"218
2",,0.57,0.98,7.1,2,100,"kacang, biji, bean",tunggal,
Kacang tanah sangan,1.2,560,29.5,43.0,24.1,2.9,2.2,107,366,4.1,34,509.8,1.69,2.1,,0,,0.31,0.30,15.5,,100,"kacang, biji, bean",tunggal,
"Kacang tanah sangan
tanpa selaput",2.6,559,26.9,44.2,23.6,2.6,2.7,74,393,1.9,33,202.3,"520.4
0",1.7,0,0,,0.30,"29.4
7",8.0,0,100,"kacang, biji, bean",tunggal,
"Kacang tanah, kering",9.6,525,27.9,42.7,17.4,2.4,2.4,316,456,5.7,31,466.5,1.55,1.9,,0,30.0,0.44,0.27,1.4,,100,"kacang, biji, bean",tunggal,
"Kacang tolo / tunggak,
kering",13.5,331,24.4,1.9,56.6,1.6,3.6,481,399,13.9,15,7.8,1.03,5.9,,65,,0.06,0.20,4.3,,100,"kacang, biji, bean",tunggal,
"Kacang tunis, kering",10.5,351,12.2,1.2,72.9,29.5,3.2,120,220,6.9,1,0.0,1.40,2.9,,,,0.57,0.13,2.5,,100,"kacang, biji, bean",tunggal,
"Kacang uci, kering",9.9,358,23.4,2.4,60.6,7.4,3.7,269,264,0.5,13,1457.7,0.35,,,20,,0.10,0.20,2.5,2,100,"kacang, biji, bean",tunggal,
"Kacang urei, kering",12.8,354,12.8,1.8,69.3,26.1,3.3,220,220,5.1,1,0.0,0.70,3.1,,,,0.55,0.05,3.5,,,"kacang, biji, bean",tunggal,
"Kenari banda, kering",13.0,616,13.9,56.2,13.7,,3.2,0,380,1.4,11,460.0,1.10,3.2,,90,,0.83,0.08,0.5,,100,"kacang, biji, bean",tunggal,
"Kenari, kering",3.0,657,15.0,66.0,13.0,,3.0,92,691,7.7,3,505.8,0.97,3.0,0,,,0.42,0.09,0.5,0,100,"kacang, biji, bean",tunggal,
"Komak polong, segar",74.3,99,3.3,0.1,21.2,10.3,1.1,50,99,13.1,15,567.0,0.20,0.6,,5,,0.13,0.03,0.2,,100,"kacang, biji, bean",tunggal,
"Koro andong, kering",10.8,356,20.5,4.1,61.6,7.0,3.0,150,272,6.2,18,301.8,0.73,2.8,,0,,0.29,0.02,1.4,1,100,"kacang, biji, bean",tunggal,
"Koro benguk, biji,
kering",15.0,332,24.0,3.0,55.0,5.6,3.0,30,200,2.0,42,389.2,1.25,8.7,,0,70.0,0.30,0.12,1.7,0,95,"kacang, biji, bean",tunggal,
"Koro kerupuk, biji,
segar",67.2,125,8.3,0.7,22.1,2.2,1.7,17,12,2.7,16,150.3,0.48,3.4,,0,80.0,0.11,0.04,1.1,31,68,"kacang, biji, bean",tunggal,
"Koro loke, biji, segar",88.6,33,2.7,0.2,7.9,3.5,0.6,60,40,2.0,2,38.6,0.09,0.4,,0,40.0,0.10,0.00,0.2,0,95,"kacang, biji, bean",tunggal,
"Koro roay, kering",13.0,344,12.5,2.1,69.4,7.5,3.0,70,103,4.4,18,294.3,0.72,2.7,,0,28.0,0.11,0.21,1.4,1,100,"kacang, biji, bean",tunggal,
"Koro wedus, biji,
kering",11.8,338,22.2,1.5,61.0,5.8,3.5,88,395,3.5,43,403.8,1.30,9.1,0,0,,0.62,0.12,1.8,0,100,"kacang, biji, bean",tunggal,
"Lamtoro biji, muda,
segar",77.4,85,5.7,0.3,15.4,10.8,1.2,180,53,2.7,35,485.7,0.02,1.4,,0,423.0,0.08,1.15,1.0,15,100,"kacang, biji, bean",tunggal,
"Lamtoro biji, tua,
segar",61.4,148,10.6,0.5,26.2,17.0,1.3,155,59,2.2,28,628.5,0.03,2.4,,,416.0,0.23,0.49,2.8,20,100,"kacang, biji, bean",tunggal,
"Lamtoro var, gung
tanpa kulit",10.2,367,46.4,5.4,32.5,2.6,4.4,136,441,23.3,65,1462.3,0.07,5.6,,,18900.0,0.06,1.15,1.0,9,100,"kacang, biji, bean",tunggal,
"Lamtoro var, lokal
dengan kulit",13.5,336,23.8,1.2,59.7,15.4,1.8,867,321,1.5,134,1858.9,0.07,5.4,,,321.0,0.15,1.34,0.9,16,100,"kacang, biji, bean",tunggal,
"Nangka, biji, segar",57.7,165,4.2,0.1,36.7,1.8,1.3,33,200,1.0,69,179.0,0.12,0.2,0,0,,0.20,0.03,1.4,10,75,"kacang, biji, bean",tunggal,
"Saga merah terkupas,
mentah",8.1,449,30.6,25.5,31.9,3.5,3.9,1062,161,14.2,66,1496.5,0.07,5.7,,,107.0,0.09,1.50,10.9,7,100,"kacang, biji, bean",tunggal,
"Wijen, mentah",5.8,568,19.3,51.1,18.1,3.6,5.8,1125,614,9.5,18,303.7,4.16,7.9,,15,,0.93,0.20,5.7,0,100,"kacang, biji, bean",tunggal,
"Kacang belimbing,
rebus",55.6,204,16.9,8.8,17.5,4.8,1.2,230,180,3.3,43,1098.0,3.24,2.3,,,,0.20,0.48,0.7,,100,"kacang, biji, bean",olahan,
"Kacang bogor, goreng",3.0,479,12.7,23.2,58.9,1.2,2.2,135,184,2.9,,,,,,,,0.25,0.45,4.1,,35,"kacang, biji, bean",olahan,
"Kacang bogor, rebus",61.2,161,7.7,2.8,27.1,2.0,1.2,56,134,1.4,,,,,,,,0.10,,,,35,"kacang, biji, bean",olahan,
"Kacang gude, rebus",61.5,147,9.0,0.5,27.5,3.4,1.5,50,175,2.0,14,1126.0,0.80,2.7,,12,,0.10,0.07,13.2,,100,"kacang, biji, bean",olahan,
"kacang hijau, rebus",71.3,109,8.7,0.5,18.3,1.5,1.2,95,149,1.5,447,657.8,1.40,2.8,,18,120.0,0.12,0.04,0.4,3,100,"kacang, biji, bean",olahan,
"Kacang kedelai,
goreng",9.6,521,32.2,37.7,22.9,7.6,3.7,296,800,6.5,3492,"11890.
0",26.30,60.0,,,20.0,0.40,1.90,19.0,,100,"kacang, biji, bean",olahan,
"Kacang kedelai, rebus",56.8,189,20.2,8.2,12.7,1.6,2.1,91,270,3.9,181,615.0,1.30,3.7,,4,15.0,0.20,0.04,0.5,0,100,"kacang, biji, bean",olahan,
"Kacang merah kering,
rebus",59.6,158,10.3,0.9,28.2,2.6,1.0,160,149,3.7,6,311.0,0.27,1.5,,,,0.20,0.09,0.8,,100,"kacang, biji, bean",olahan,
"Kacang merah segar,
rebus",63.1,144,10.0,1.0,24.7,3.5,1.2,144,150,2.8,6,311.0,0.27,1.5,,0,,0.10,0.08,0.7,,100,"kacang, biji, bean",olahan,
"Kacang mete/biji
jambu monyet, goreng",1.0,629,20.4,56.3,19.8,1.1,2.5,502,493,8.0,13,641.7,4.70,5.4,,5,,0.37,0.22,1.8,,100,"kacang, biji, bean",olahan,
"Kacang tanah rebus dg
kulit",40.2,360,13.5,31.2,12.8,,2.3,42,177,1.4,32,483.0,1.60,2.0,0,,,0.44,0.13,9.0,5,43,"kacang, biji, bean",olahan,
"Kacang tanah, goreng",2.5,564,25.5,44.4,25.5,2.8,2.8,106,390,4.1,,,,,,,,0.40,,,,100,"kacang, biji, bean",olahan,
"Kacang tanah, rebus",62.1,220,10.6,18.0,8.0,1.0,1.3,89,273,1.9,36,536.2,1.78,2.2,,,,0.10,,,0,100,"kacang, biji, bean",olahan,
"Kacang tolo, rebus",64.4,138,10.7,1.1,22.6,0.9,1.2,165,172,4.0,13,6.7,0.80,6.1,,,,0.01,0.17,3.2,,100,"kacang, biji, bean",olahan,
Ampas kacang hijau,70.6,96,3.7,0.6,19.1,2.7,0.6,133,150,1.3,,,,,,,,0.05,,,,100,"kacang, biji, bean",olahan,
"Ampas tahu, mentah",84.1,67,5.0,2.1,8.1,4.1,0.6,460,88,1.0,8,184.5,0.17,0.5,,0,,0.06,0.02,0.1,,100,"kacang, biji, bean",olahan,
Ampas tahu kukus,82.5,75,4.1,2.1,10.7,5.1,0.6,203,60,1.3,,,,,,0,,0.07,,,,100,"kacang, biji, bean",olahan,
